Any,Indicador,Nom_Equipament,Valor,Notes_Dades,Notes_Equipament,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Titularitat,Tipus_Us,Tipus_Equipament,Ambit,Latitud,Longitud
2022,Num_Exposicions_Temporals,"Fundació Antoni Tàpies",6,,,02,Eixample,07,"la Dreta de l'Eixample","Consorci o fundació amb presència municipal","Centres patrimonials","Museus i col·leccions","Arts visuals",41.391522171,2.163757744
2022,Visitants,"Fundació Antoni Tàpies",32527,,,02,Eixample,07,"la Dreta de l'Eixample","Consorci o fundació amb presència municipal","Centres patrimonials","Museus i col·leccions","Arts visuals",41.391522171,2.163757744
2022,Visites_Exposicions_Temporals,"Fundació Antoni Tàpies",65054,,,02,Eixample,07,"la Dreta de l'Eixample","Consorci o fundació amb presència municipal","Centres patrimonials","Museus i col·leccions","Arts visuals",41.391522171,2.163757744
2022,Fons_Colleccio,"Fundació Foto Colectania",28091,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera",Privada,"Centres patrimonials","Museus i col·leccions","Arts visuals",41.3876349,2.1827391
2022,Num_Exposicions_Temporals,"Fundació Foto Colectania",4,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera",Privada,"Centres patrimonials","Museus i col·leccions","Arts visuals",41.3876349,2.1827391
2022,Visitants,"Fundació Foto Colectania",26013,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera",Privada,"Centres patrimonials","Museus i col·leccions","Arts visuals",41.3876349,2.1827391
2022,Visites_Exposicions_Temporals,"Fundació Foto Colectania",26013,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera",Privada,"Centres patrimonials","Museus i col·leccions","Arts visuals",41.3876349,2.1827391
2022,Fons_Colleccio,"Fundació Fran Daurel",470,,,03,Sants-Montjuïc,11,"el Poble Sec",Privada,"Centres patrimonials","Museus i col·leccions","Arts visuals",41.369116603,2.146724957
2022,Visitants,"Fundació Fran Daurel",150455,,,03,Sants-Montjuïc,11,"el Poble Sec",Privada,"Centres patrimonials","Museus i col·leccions","Arts visuals",41.369116603,2.146724957
2022,Fons_Colleccio,"Fundació Joan Miró",20806,,,03,Sants-Montjuïc,11,"el Poble Sec","Consorci o fundació amb presència municipal","Centres patrimonials","Museus i col·leccions","Arts visuals",41.36863,2.159851
2022,Num_Exposicions_Temporals,"Fundació Joan Miró",7,,,03,Sants-Montjuïc,11,"el Poble Sec","Consorci o fundació amb presència municipal","Centres patrimonials","Museus i col·leccions","Arts visuals",41.36863,2.159851
2022,Visitants,"Fundació Joan Miró",289345,"L'1 de març de 2022 la Fundació recupera el seu horari habitual (restringit des de l'esclat de la pandèmia de la covid-19).",,03,Sants-Montjuïc,11,"el Poble Sec","Consorci o fundació amb presència municipal","Centres patrimonials","Museus i col·leccions","Arts visuals",41.36863,2.159851
2022,Visites_Exposicions_Temporals,"Fundació Joan Miró",220571,,,03,Sants-Montjuïc,11,"el Poble Sec","Consorci o fundació amb presència municipal","Centres patrimonials","Museus i col·leccions","Arts visuals",41.36863,2.159851
2022,Visitants,"Fundació Julio Muñoz Ramonet",38319,,,05,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",Municipal,"Centres patrimonials","Espais d'interès patrimonial","Història i memòria",41.39656898913028,2.147035912539778
2022,Fons_Colleccio,"Fundació Suñol",1343,,,04,"Les Corts",20,"la Maternitat i Sant Ramon",Privada,"Centres patrimonials","Museus i col·leccions","Arts visuals",41.3826167,2.1262746
2022,Num_Exposicions_Temporals,"Fundació Suñol",4,,,04,"Les Corts",20,"la Maternitat i Sant Ramon",Privada,"Centres patrimonials","Museus i col·leccions","Arts visuals",41.3826167,2.1262746
2022,Visitants,"Fundació Suñol",1963,,,04,"Les Corts",20,"la Maternitat i Sant Ramon",Privada,"Centres patrimonials","Museus i col·leccions","Arts visuals",41.3826167,2.1262746
2022,Visites_Exposicions_Temporals,"Fundació Suñol",1963,,,04,"Les Corts",20,"la Maternitat i Sant Ramon",Privada,"Centres patrimonials","Museus i col·leccions","Arts visuals",41.3826167,2.1262746
2022,Num_Exposicions_Temporals,"Hash Marihuana Cáñamo & Hemp Museum",1,,,01,"Ciutat Vella",02,"el Barri Gòtic",Privada,"Centres patrimonials","Museus i col·leccions","Història i memòria",41.380783393,2.180139311
2022,Num_Exposicions_Temporals,"Ideal - Centre d'Arts Digitals",3,,,10,"Sant Martí",68,"el Poblenou",Privada,"Centres d'exposicions","Centres d'exposicions","Arts visuals",2.20267,41.39795
2022,Visitants,"Ideal - Centre d'Arts Digitals",171309,,,10,"Sant Martí",68,"el Poblenou",Privada,"Centres d'exposicions","Centres d'exposicions","Arts visuals",2.20267,41.39795
2022,Visites_Exposicions_Temporals,"Ideal - Centre d'Arts Digitals",161389,,,10,"Sant Martí",68,"el Poblenou",Privada,"Centres d'exposicions","Centres d'exposicions","Arts visuals",2.20267,41.39795
2022,Num_Exposicions_Temporals,"KBr Fundación MAPFRE",8,,,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",Privada,"Centres d'exposicions","Centres d'exposicions","Arts visuals",41.388415,2.1960494
2022,Visitants,"KBr Fundación MAPFRE",57256,,,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",Privada,"Centres d'exposicions","Centres d'exposicions","Arts visuals",41.388415,2.1960494
2022,Visites_Exposicions_Temporals,"KBr Fundación MAPFRE",57256,,,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",Privada,"Centres d'exposicions","Centres d'exposicions","Arts visuals",41.388415,2.1960494
2022,Visitants,L'Aquàrium,1455020,,,01,"Ciutat Vella",02,"el Barri Gòtic",Privada,"Centres patrimonials","Museus i col·leccions",Ciència,41.376477557,2.184560919
2022,Num_Exposicions_Temporals,"La Capella",10,,,01,"Ciutat Vella",01,"el Raval",Municipal,"Centres d'exposicions","Centres d'exposicions","Arts visuals",41.381057326,2.169793857
2022,Visitants,"La Capella",58844,,,01,"Ciutat Vella",01,"el Raval",Municipal,"Centres d'exposicions","Centres d'exposicions","Arts visuals",41.381057326,2.169793857
2022,Visites_Exposicions_Temporals,"La Capella",65430,,,01,"Ciutat Vella",01,"el Raval",Municipal,"Centres d'exposicions","Centres d'exposicions","Arts visuals",41.381057326,2.169793857
2022,Num_Exposicions_Temporals,"La Model",1,,,02,Eixample,09,"la Nova Esquerra de l'Eixample",Municipal,"Centres patrimonials","Espais d'interès patrimonial","Història i memòria",41.38313067790676,2.1447265959593116
2022,Visitants,"La Model",47218,,,02,Eixample,09,"la Nova Esquerra de l'Eixample",Municipal,"Centres patrimonials","Espais d'interès patrimonial","Història i memòria",41.38313067790676,2.1447265959593116
